customerID,gender,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaymentMethod,MonthlyCharges,TotalCharges,Churn,State
3445-HXXGF,Male,Yes,Yes,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Electronic check,45.3$,2651.2,Churned,"Florida, USA"
1159-WFSGR,Female,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Electronic check,20.4$,321.4,Stayed,"California, USA"
7654-YWJUF,Male,No,Yes,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Bank transfer (automatic),84.25$,3539.25,Stayed,"Texas, USA"
1875-QIVME,Female,No,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,104.4$,242.8,Churned,"California, USA"
6727-IOTLZ,Male,No,Yes,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Mailed check,81.95$,1181.75,Stayed,"California, USA"
0691-JVSYA,Female,No,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Bank transfer (automatic),94.85$,5000.2,Churned,"California, USA"
5918-VUKWP,Female,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),20.55$,654.55,Stayed,"Texas, USA"
1744-JHKYS,Female,No,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Electronic check,24.7$,780.2,Stayed,"Texas, USA"
2656-FMOKZ,Female,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mailed check,74.45$,1145.7,Churned,"Texas, USA"
2070-FNEXE,Female,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Bank transfer (automatic),76.45$,503.6,Churned,"Florida, USA"
5947-SGKCL,Female,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),105.35$,1559.25,Stayed,"New York, USA"
3712-PKXZA,Male,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),20.55$,1252.0,Stayed,"New York, USA"
6317-YPKDH,Female,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Bank transfer (automatic),29.95$,29.95,Churned,"Florida, USA"
6582-OIVSP,Female,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mailed check,45.3$,45.3,Stayed,"Texas, USA"
9367-WXLCH,Male,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Bank transfer (automatic),84.5$,662.65,Churned,"California, USA"
5524-KHNJP,Male,No,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),74.75$,2453.3,Stayed,"Florida, USA"
1918-ZBFQJ,Female,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Electronic check,79.25$,1111.65,Churned,"New York, USA"
1024-GUALD,Female,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Electronic check,24.8$,24.8,Churned,"New York, USA"
4827-USJHP,Male,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Mailed check,51.8$,1023.85,Stayed,"New York, USA"
8167-GJLRN,Male,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Electronic check,30.4$,82.15,Stayed,"New York, USA"
0956-SYCWG,Female,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Electronic check,19.65$,244.8,Stayed,"California, USA"
8017-UVSZU,Female,No,Yes,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Credit card (automatic),56.6$,2379.1,Stayed,"California, USA"
7100-FQPRV,Male,No,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Credit card (automatic),71.9$,3173.35,Stayed,"New York, USA"
2472-OVKUP,Male,No,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Electronic check,91.0$,531.0,Churned,"California, USA"
2984-RGEYA,Female,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),19.75$,1375.4,Stayed,"California, USA"
9680-NIAUV,Female,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),109.7$,8129.3,Stayed,"California, USA"
2146-EGVDT,Male,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.3$,1192.7,Stayed,"Texas, USA"
2604-IJPDU,Female,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Electronic check,96.55$,1901.65,Stayed,"California, USA"
9178-JHUVJ,Male,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),24.1$,587.4,Stayed,"Florida, USA"
6168-YBYNP,Male,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,111.35$,6519.75,Stayed,"Texas, USA"
7255-SSFBC,Male,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),112.25$,8041.65,Stayed,"Texas, USA"
3645-DEYGF,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.75$,20.75,Stayed,"New York, USA"
9323-HGFWY,Female,No,Yes,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),101.9$,2681.15,Stayed,"California, USA"
8544-GOQSH,Female,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Credit card (automatic),80.05$,1112.3,Stayed,"Texas, USA"
3363-DTIVD,Male,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Electronic check,105.55$,7405.5,Stayed,"California, USA"
7018-WBJNK,Male,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Credit card (automatic),78.3$,1033.95,Stayed,"Florida, USA"
9142-KZXOP,Male,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Credit card (automatic),68.85$,2958.95,Stayed,"New York, USA"
7674-YTAFD,Female,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Bank transfer (automatic),79.95$,2684.85,Stayed,"New York, USA"
6348-SNFUS,Male,No,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),55.45$,4179.2,Stayed,"Texas, USA"
1285-OKIPP,Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,79.9$,79.9,Churned,"New York, USA"
7825-ECJRF,Female,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Electronic check,106.6$,1934.45,Churned,"Florida, USA"
1347-KTTTA,Male,No,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),102.45$,6654.1,Stayed,"New York, USA"
7841-TZDMQ,Male,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Credit card (automatic),46.0$,84.5,Churned,"New York, USA"
4195-NZGTA,Female,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Electronic check,25.25$,25.25,Stayed,"Florida, USA"
7157-SMCFK,Male,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.75$,1124.2,Stayed,"California, USA"
4709-LKHYG,Female,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Electronic check,20.0$,540.05,Stayed,"New York, USA"
2504-DSHIH,Male,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Electronic check,86.8$,1975.85,Stayed,"Texas, USA"
0699-NDKJM,Female,No,Yes,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),58.75$,3437.45,Stayed,"California, USA"
9286-BHDQG,Male,No,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),45.25$,3139.8,Stayed,"Texas, USA"
0230-WEQUW,Male,No,Yes,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),56.6$,3789.2,Stayed,"California, USA"
2040-LDIWQ,Male,No,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),84.2$,5324.5,Stayed,"New York, USA"
6496-JDSSB,Female,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Bank transfer (automatic),80.0$,624.6,Stayed,"Texas, USA"
9408-SSNVZ,Female,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,70.15$,268.35,Churned,"California, USA"
4443-EMBNA,Female,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),24.75$,1836.9,Stayed,"New York, USA"
6469-MRVET,Male,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Electronic check,20.2$,20.2,Stayed,"California, USA"
0742-MOABM,Male,No,Yes,4,Yes,No,DSL,No,No,No,Yes,No,No,Mailed check,50.05$,179.35,Churned,"New York, USA"
5961-VUSRV,Female,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),19.35$,219.35,Stayed,"Texas, USA"
6778-JFCMK,Male,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Mailed check,50.6$,1288.75,Stayed,"Florida, USA"
6341-JVQGF,Female,No,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Mailed check,81.15$,2545.75,Stayed,"Texas, USA"
2232-DMLXU,Female,No,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,Mailed check,55.2$,55.2,Churned,"Florida, USA"
4811-JBUVU,Male,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Credit card (automatic),89.9$,2723.15,Stayed,"Texas, USA"
0945-TSONX,Female,No,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),85.3$,4107.25,Stayed,"California, USA"
2651-ZCBXV,Male,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),108.0$,5760.65,Stayed,"California, USA"
3316-UWXUY,Male,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),93.5$,4747.5,Stayed,"Texas, USA"
8937-RDTHP,Male,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Mailed check,84.6$,84.6,Churned,"California, USA"
7083-MIOPC,Female,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),20.25$,1566.9,Stayed,"Florida, USA"
1984-GPTEH,Female,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Electronic check,25.15$,702.0,Stayed,"California, USA"
1251-KRREG,Male,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Mailed check,54.4$,114.1,Churned,"Texas, USA"
0621-JFHOL,Female,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Mailed check,29.6$,299.05,Stayed,"Florida, USA"
9903-LYSAB,Male,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Electronic check,73.15$,1305.95,Stayed,"Florida, USA"
0094-OIFMO,Female,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,95.0$,1120.3,Churned,"Texas, USA"
9227-UAQFT,Male,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.75$,284.35,Stayed,"Texas, USA"
7301-ABVAD,Female,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),86.6$,6350.5,Stayed,"California, USA"
6614-FHDBO,Male,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),109.2$,7878.3,Stayed,"Florida, USA"
7576-ASEJU,Female,No,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),74.7$,3187.65,Stayed,"New York, USA"
9058-HRZSV,Female,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Electronic check,94.4$,6126.15,Stayed,"California, USA"
4522-AKYLR,Female,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Electronic check,54.8$,731.3,Stayed,"Florida, USA"
0221-WMXNQ,Male,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Electronic check,75.35$,273.4,Stayed,"New York, USA"
0303-UNCIP,Male,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Mailed check,65.0$,2531.8,Stayed,"California, USA"
9947-OTFQU,Male,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Electronic check,74.4$,1074.3,Churned,"California, USA"
0322-YINQP,Male,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mailed check,48.55$,48.55,Churned,"Texas, USA"
0959-WHOKV,Male,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Electronic check,99.0$,4298.45,Stayed,"New York, USA"
4075-JFPGR,Female,No,Yes,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Electronic check,93.5$,4619.55,Stayed,"Texas, USA"
4629-NRXKX,Female,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,70.4$,147.15,Churned,"California, USA"
9514-JDSKI,Male,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Electronic check,40.2$,40.2,Churned,"Texas, USA"
3282-ZISZV,Male,No,No,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),83.7$,2633.3,Stayed,"Texas, USA"
3675-YDUPJ,Male,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.85$,193.05,Stayed,"Florida, USA"
4111-BNXIF,Female,No,Yes,67,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Electronic check,59.55$,4103.9,Stayed,"Florida, USA"
7017-VFHAY,Female,No,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),115.1$,7008.15,Stayed,"California, USA"
6655-LHBYW,Male,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),114.35$,5791.1,Stayed,"Florida, USA"
4959-JOSRX,Female,No,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Credit card (automatic),44.6$,80.55,Churned,"New York, USA"
5046-NUHWD,Female,Yes,Yes,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Electronic check,45.0$,1228.65,Stayed,"New York, USA"
7273-TEFQD,Male,Yes,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Electronic check,41.15$,132.2,Churned,"California, USA"
3606-TWKGI,Male,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,106.9$,1364.3,Churned,"California, USA"
7529-ZDFXI,Male,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Electronic check,89.85$,4925.35,Stayed,"California, USA"
7605-BDWDC,Female,No,No,31,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Bank transfer (automatic),49.85$,1520.1,Stayed,"California, USA"
1950-KSVVJ,Female,No,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,113.3$,5032.25,Stayed,"California, USA"
0123-CRBRT,Female,No,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,88.1$,5526.75,Stayed,"Florida, USA"
6292-TOSSS,Male,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),24.9$,1195.25,Stayed,"California, USA"
3197-ARFOY,Female,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Mailed check,105.0$,2007.25,Stayed,"Texas, USA"
6323-AYBRX,Male,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.35$,1099.6,Churned,"New York, USA"
7014-ZZXAW,Female,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),24.25$,1732.95,Stayed,"Florida, USA"
4385-GZQXV,Female,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,94.45$,1511.2,Churned,"Florida, USA"
7633-MVPUY,Male,No,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Electronic check,59.75$,3450.15,Stayed,"Florida, USA"
,Male,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Bank transfer (automatic),24.8$,24.8,Churned,"Texas, USA"
4716-HHKQH,Male,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Electronic check,107.05$,2172.05,Stayed,"Florida, USA"
5940-AHUHD,Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mailed check,70.6$,70.6,Churned,"Florida, USA"
6432-TWQLB,Male,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Electronic check,85.4$,401.1,Churned,"California, USA"
4484-GLZOU,Female,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,105.05$,5624.85,Churned,"New York, USA"
3179-GBRWV,Male,Yes,Yes,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),64.95$,1339.8,Stayed,"Florida, USA"
8645-KWHJO,Male,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Electronic check,55.0$,771.95,Stayed,"Texas, USA"
4130-MZLCC,Female,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Bank transfer (automatic),50.55$,244.75,Stayed,"Florida, USA"
0314-TKOSI,Female,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Mailed check,55.15$,322.9,Stayed,"Florida, USA"
8229-MYEJZ,Female,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Electronic check,51.2$,498.25,Stayed,"Florida, USA"
2080-SRCDE,Female,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,25.4$,25.4,Stayed,"New York, USA"
9577-WJVCQ,Female,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Mailed check,54.45$,3687.75,Stayed,"New York, USA"
9512-UIBFX,Male,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mailed check,95.15$,1779.95,Churned,"New York, USA"
6202-DYYFX,Female,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Credit card (automatic),76.0$,1783.6,Stayed,"Florida, USA"
3808-HFKDE,Female,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Electronic check,44.35$,927.15,Stayed,"New York, USA"
5583-SXDAG,Male,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,70.0$,70.0,Churned,"New York, USA"
3488-PGMQJ,Male,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Electronic check,74.5$,606.55,Churned,"New York, USA"
3580-REOAC,Male,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Credit card (automatic),44.85$,435.4,Churned,"California, USA"
7534-BFESC,Male,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Electronic check,76.1$,1712.7,Churned,"Florida, USA"
3727-OWVYD,Male,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Mailed check,61.2$,2021.2,Stayed,"Texas, USA"
2294-SALNE,Male,No,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Mailed check,86.8$,1940.8,Stayed,"Texas, USA"
4847-TAJYI,Female,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,89.35$,567.8,Stayed,"Texas, USA"
1563-IWQEX,Female,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.7$,220.35,Stayed,"California, USA"
8203-XJZRC,Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.25$,20.25,Stayed,"Texas, USA"
6556-DBKZF,Female,No,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Electronic check,76.05$,5436.45,Stayed,"Texas, USA"
6851-WEFYX,Male,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Electronic check,100.8$,3437.5,Stayed,"California, USA"
2985-JUUBZ,Male,No,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Electronic check,74.55$,3015.75,Stayed,"New York, USA"
6390-DSAZX,Female,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mailed check,73.6$,73.6,Churned,"Texas, USA"
0895-LMRSF,Male,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,Bank transfer (automatic),64.9$,1509.8,Stayed,"Florida, USA"
8098-LLAZX,Female,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,95.45$,396.1,Churned,"California, USA"
8266-VBFQL,Male,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Electronic check,90.4$,356.65,Stayed,"New York, USA"
8181-YHCMF,Female,No,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),60.3$,4109.0,Stayed,"California, USA"
2240-HSJQD,Male,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mailed check,81.85$,3141.7,Stayed,"California, USA"
1248-DYXUB,Male,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,24.8$,1229.1,Stayed,"New York, USA"
0265-EDXBD,Male,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Electronic check,74.9$,2303.35,Churned,"New York, USA"
4115-BNPJY,Male,No,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Mailed check,75.55$,2054.4,Stayed,"New York, USA"
3167-SNQPL,Male,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,101.15$,3741.85,Stayed,"Florida, USA"
4091-TVOCN,Male,No,No,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),78.75$,3682.45,Stayed,"California, USA"
1098-TDVUQ,Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),19.25$,19.25,Stayed,"Florida, USA"
7277-OZCGZ,Female,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Electronic check,89.05$,1886.25,Stayed,"California, USA"
1557-EMYVT,Female,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),115.05$,4895.1,Stayed,"Florida, USA"
2799-ARNLO,Female,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,69.35$,341.6,Stayed,"New York, USA"
7563-BIUPC,Male,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Electronic check,80.6$,415.55,Churned,"Texas, USA"
5027-YOCXN,Male,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),110.05$,5686.4,Stayed,"California, USA"
3973-SKMLN,Male,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.9$,1355.1,Stayed,"New York, USA"
2321-OMBXY,Female,No,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),80.3$,3058.65,Churned,"California, USA"
2840-XANRC,Male,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Electronic check,93.15$,2231.05,Churned,"Florida, USA"
6745-JEFZB,Male,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Credit card (automatic),91.5$,3236.35,Stayed,"Texas, USA"
5020-ZSTTY,Female,Yes,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),82.45$,4350.1,Churned,"Texas, USA"
9880-TDQAC,Female,No,Yes,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Electronic check,60.0$,4264.0,Stayed,"New York, USA"
8705-WZCYL,Male,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Electronic check,44.8$,44.8,Stayed,"New York, USA"
7102-JJVTX,Female,No,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,Mailed check,48.6$,422.3,Stayed,"California, USA"
8626-PTQGE,Male,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),60.05$,4176.7,Stayed,"Florida, USA"
4983-CLMLV,Female,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),102.7$,5138.1,Stayed,"Texas, USA"
